Date,neighbourhood,count
2015-02-13,Mount Hope,26
2015-02-13,Murray Hill,2225
2015-02-13,Murray Hill-Queens,43
2015-02-13,New Dorp/Midland Beach,2
2015-02-13,North Corona,26
2015-02-13,Norwood,30
2015-02-13,Oakland Gardens,23
2015-02-13,Oakwood,1
2015-02-13,Ocean Hill,92
2015-02-13,Ocean Parkway South,33
2015-02-13,Old Astoria,165
2015-02-13,Ozone Park,38
2015-02-13,Park Slope,953
2015-02-13,Parkchester,22
2015-02-13,Pelham Bay,16
2015-02-13,Pelham Parkway,41
2015-02-13,Penn Station/Madison Sq West,1714
2015-02-13,Port Richmond,1
2015-02-13,Prospect Heights,299
2015-02-13,Prospect Park,17
2015-02-13,Prospect-Lefferts Gardens,186
2015-02-13,Queens Village,36
2015-02-13,Queensboro Hill,33
2015-02-13,Queensbridge/Ravenswood,29
2015-02-13,Randalls Island,4
2015-02-13,Red Hook,67
2015-02-13,Rego Park,78
2015-02-13,Richmond Hill,51
2015-02-13,Ridgewood,116
2015-02-13,Riverdale/North Riverdale/Fieldston,120
2015-02-13,Rockaway Park,1
2015-02-13,Roosevelt Island,10
2015-02-13,Rosedale,11
2015-02-13,Rossville/Woodrow,1
2015-02-13,Saint Albans,29
2015-02-13,Saint George/New Brighton,1
2015-02-13,Saint Michaels Cemetery/Woodside,1
2015-02-13,Schuylerville/Edgewater Park,28
2015-02-13,Seaport,333
2015-02-13,Sheepshead Bay,36
2015-02-13,SoHo,1845
2015-02-13,Soundview/Bruckner,17
2015-02-13,Soundview/Castle Hill,29
2015-02-13,South Beach/Dongan Hills,4
2015-02-13,South Jamaica,18
2015-02-13,South Ozone Park,67
2015-02-13,South Williamsburg,43
2015-02-13,Springfield Gardens North,33
2015-02-13,Springfield Gardens South,22
2015-02-13,Spuyten Duyvil/Kingsbridge,94
2015-02-13,Stapleton,4
2015-02-13,Starrett City,13
2015-02-13,Steinway,310
2015-02-13,Stuy Town/Peter Cooper Village,491
2015-02-13,Stuyvesant Heights,291
2015-02-13,Sunnyside,344
2015-02-13,Sunset Park East,49
2015-02-13,Sunset Park West,186
2015-02-13,Sutton Place/Turtle Bay North,1237
2015-02-13,Times Sq/Theatre District,2579
2015-02-13,TriBeCa/Civic Center,3019
2015-02-13,Two Bridges/Seward Park,433
2015-02-13,UN/Turtle Bay South,1119
2015-02-13,Union Sq,3486
2015-02-13,University Heights/Morris Heights,39
2015-02-13,Unknown,42
2015-02-13,Upper East Side North,1435
2015-02-13,Upper East Side South,2168
2015-02-13,Upper West Side North,817
2015-02-13,Upper West Side South,1317
2015-02-13,Van Cortlandt Park,3
2015-02-13,Van Cortlandt Village,54
2015-02-13,Van Nest/Morris Park,37
2015-02-13,Washington Heights North,225
2015-02-13,Washington Heights South,266
2015-02-13,West Brighton,2
2015-02-13,West Chelsea/Hudson Yards,2096
2015-02-13,West Concourse,42
2015-02-13,West Farms/Bronx River,25
2015-02-13,West Village,2483
2015-02-13,Westchester Village/Unionport,28
2015-02-13,Westerleigh,1
2015-02-13,Whitestone,27
2015-02-13,Williamsbridge/Olinville,23
2015-02-13,Williamsburg (North Side),1297
2015-02-13,Williamsburg (South Side),779
2015-02-13,Windsor Terrace,116
2015-02-13,Woodhaven,66
2015-02-13,Woodlawn/Wakefield,22
2015-02-13,Woodside,116
2015-02-13,World Trade Center,490
2015-02-13,Yorkville East,753
2015-02-13,Yorkville West,951
2015-02-14,Allerton/Pelham Gardens,27
2015-02-14,Alphabet City,692
2015-02-14,Arrochar/Fort Wadsworth,6
2015-02-14,Astoria,1054
2015-02-14,Astoria Park,1
2015-02-14,Auburndale,26
2015-02-14,Baisley Park,47
2015-02-14,Bath Beach,18
2015-02-14,Battery Park,6
2015-02-14,Battery Park City,817
2015-02-14,Bay Ridge,265
2015-02-14,Bay Terrace/Fort Totten,27
2015-02-14,Bayside,60
2015-02-14,Bedford,601
2015-02-14,Bedford Park,53
2015-02-14,Bellerose,19
2015-02-14,Belmont,61
2015-02-14,Bensonhurst East,46
2015-02-14,Bensonhurst West,72
2015-02-14,Bloomfield/Emerson Hill,7
2015-02-14,Bloomingdale,198
2015-02-14,Boerum Hill,532
2015-02-14,Borough Park,66
2015-02-14,Briarwood/Jamaica Hills,103
2015-02-14,Brighton Beach,26
2015-02-14,Broad Channel,1
2015-02-14,Bronx Park,2
2015-02-14,Bronxdale,30
2015-02-14,Brooklyn Heights,512
2015-02-14,Brooklyn Navy Yard,82
2015-02-14,Brownsville,64
2015-02-14,Bushwick North,580
2015-02-14,Bushwick South,771
2015-02-14,Cambria Heights,11
2015-02-14,Canarsie,83
2015-02-14,Carroll Gardens,294
2015-02-14,Central Harlem,525
2015-02-14,Central Harlem North,490
2015-02-14,Central Park,285
2015-02-14,Chinatown,358
2015-02-14,City Island,2
2015-02-14,Claremont/Bathgate,30
2015-02-14,Clinton East,2208
2015-02-14,Clinton Hill,639
2015-02-14,Clinton West,1206
2015-02-14,Co-Op City,40
2015-02-14,Cobble Hill,156
2015-02-14,College Point,37
2015-02-14,Columbia Street,83
2015-02-14,Coney Island,22
2015-02-14,Corona,4
2015-02-14,Corona,52
2015-02-14,Country Club,2
2015-02-14,Crotona Park,2
2015-02-14,Crotona Park East,15
2015-02-14,Crown Heights North,906
2015-02-14,Crown Heights South,131
2015-02-14,Cypress Hills,41
2015-02-14,Douglaston,22
2015-02-14,Downtown Brooklyn/MetroTech,333
2015-02-14,DUMBO/Vinegar Hill,281
2015-02-14,Dyker Heights,64
2015-02-14,East Chelsea,2832
2015-02-14,East Concourse/Concourse Village,53
2015-02-14,East Elmhurst,79
2015-02-14,East Flatbush/Farragut,68
2015-02-14,East Flatbush/Remsen Village,71
2015-02-14,East Flushing,26
2015-02-14,East Harlem North,304
2015-02-14,East Harlem South,311
2015-02-14,East New York,110
2015-02-14,East New York/Pennsylvania Avenue,28
2015-02-14,East Tremont,27
2015-02-14,East Village,3773
2015-02-14,East Williamsburg,838
2015-02-14,Eastchester,31
2015-02-14,Elmhurst,208
2015-02-14,Elmhurst/Maspeth,75
2015-02-14,Erasmus,71
2015-02-14,Financial District North,1262
2015-02-14,Financial District South,280
2015-02-14,Flatbush/Ditmas Park,324
2015-02-14,Flatiron,1913
2015-02-14,Flatlands,97
2015-02-14,Flushing,177
2015-02-14,Flushing Meadows-Corona Park,13
2015-02-14,Fordham South,15
2015-02-14,Forest Hills,329
2015-02-14,Forest Park/Highland Park,4
2015-02-14,Fort Greene,583
2015-02-14,Fresh Meadows,29
2015-02-14,Garment District,930
2015-02-14,Glen Oaks,12
2015-02-14,Glendale,82
2015-02-14,Gowanus,250
2015-02-14,Gramercy,1999
2015-02-14,Gravesend,22
2015-02-14,Green-Wood Cemetery,2
2015-02-14,Greenpoint,911
2015-02-14,Greenwich Village North,2089
2015-02-14,Greenwich Village South,1915
2015-02-14,Grymes Hill/Clifton,4
2015-02-14,Hamilton Heights,244
2015-02-14,Hammels/Arverne,8
2015-02-14,Heartland Village/Todt Hill,4
2015-02-14,Highbridge,30
2015-02-14,Highbridge Park,3
2015-02-14,Hillcrest/Pomonok,124
2015-02-14,Hollis,15
2015-02-14,Homecrest,81
2015-02-14,Howard Beach,39
2015-02-14,Hudson Sq,848
2015-02-14,Hunts Point,16
2015-02-14,Inwood,100
2015-02-14,Inwood Hill Park,1
2015-02-14,Jackson Heights,247
2015-02-14,Jamaica,95
2015-02-14,Jamaica Estates,50
2015-02-14,JFK Airport,997
2015-02-14,Kensington,83
2015-02-14,Kew Gardens,73
2015-02-14,Kew Gardens Hills,68
2015-02-14,Kingsbridge Heights,32
2015-02-14,Kips Bay,1055
2015-02-14,LaGuardia Airport,444
2015-02-14,Laurelton,19
2015-02-14,Lenox Hill East,773
2015-02-14,Lenox Hill West,1352
2015-02-14,Lincoln Square East,2009
2015-02-14,Lincoln Square West,759
2015-02-14,Little Italy/NoLiTa,2143
2015-02-14,Long Island City/Hunters Point,534
2015-02-14,Long Island City/Queens Plaza,132
2015-02-14,Longwood,17
2015-02-14,Lower East Side,2539
2015-02-14,Madison,37
2015-02-14,Manhattan Beach,25
2015-02-14,Manhattan Valley,370
2015-02-14,Manhattanville,133
2015-02-14,Marble Hill,22
2015-02-14,Marine Park/Mill Basin,68
2015-02-14,Mariners Harbor,2
2015-02-14,Maspeth,112
2015-02-14,Meatpacking/West Village West,2336
2015-02-14,Melrose South,29
2015-02-14,Middle Village,92
2015-02-14,Midtown Center,2116
2015-02-14,Midtown East,1346
2015-02-14,Midtown North,2046
2015-02-14,Midtown South,1902
2015-02-14,Midwood,79
2015-02-14,Morningside Heights,359
2015-02-14,Morrisania/Melrose,33
2015-02-14,Mott Haven/Port Morris,79
2015-02-14,Mount Hope,38
2015-02-14,Murray Hill,2010
2015-02-14,Murray Hill-Queens,46
2015-02-14,New Dorp/Midland Beach,1
2015-02-14,North Corona,33
2015-02-14,Norwood,33
2015-02-14,Oakland Gardens,19
2015-02-14,Ocean Hill,87
2015-02-14,Ocean Parkway South,32
2015-02-14,Old Astoria,278
2015-02-14,Ozone Park,24
2015-02-14,Park Slope,1129
2015-02-14,Parkchester,22
2015-02-14,Pelham Bay,13
2015-02-14,Pelham Bay Park,1
2015-02-14,Pelham Parkway,47
2015-02-14,Penn Station/Madison Sq West,1307
2015-02-14,Prospect Heights,400
2015-02-14,Prospect Park,40
2015-02-14,Prospect-Lefferts Gardens,232
2015-02-14,Queens Village,33
2015-02-14,Queensboro Hill,20
2015-02-14,Queensbridge/Ravenswood,33
2015-02-14,Randalls Island,3
2015-02-14,Red Hook,121
2015-02-14,Rego Park,113
2015-02-14,Richmond Hill,63
2015-02-14,Ridgewood,183
2015-02-14,Riverdale/North Riverdale/Fieldston,67
2015-02-14,Rockaway Park,4
2015-02-14,Roosevelt Island,17
2015-02-14,Rosedale,13
2015-02-14,Saint Albans,42
2015-02-14,Saint Michaels Cemetery/Woodside,1
2015-02-14,Schuylerville/Edgewater Park,33
2015-02-14,Seaport,369
2015-02-14,Sheepshead Bay,43
2015-02-14,SoHo,2110
2015-02-14,Soundview/Bruckner,26
2015-02-14,Soundview/Castle Hill,25
2015-02-14,South Beach/Dongan Hills,12
2015-02-14,South Jamaica,27
2015-02-14,South Ozone Park,63
2015-02-14,South Williamsburg,36
2015-02-14,Springfield Gardens North,26
2015-02-14,Springfield Gardens South,14
2015-02-14,Spuyten Duyvil/Kingsbridge,103
2015-02-14,Stapleton,2
2015-02-14,Starrett City,17
2015-02-14,Steinway,487
2015-02-14,Stuy Town/Peter Cooper Village,650
2015-02-14,Stuyvesant Heights,436
2015-02-14,Sunnyside,319
2015-02-14,Sunset Park East,61
2015-02-14,Sunset Park West,229
2015-02-14,Sutton Place/Turtle Bay North,1183
2015-02-14,Times Sq/Theatre District,2311
2015-02-14,TriBeCa/Civic Center,2886
2015-02-14,Two Bridges/Seward Park,646
2015-02-14,UN/Turtle Bay South,985
2015-02-14,Union Sq,2934
2015-02-14,University Heights/Morris Heights,40
2015-02-14,Unknown,34
2015-02-14,Upper East Side North,1118
2015-02-14,Upper East Side South,1620
2015-02-14,Upper West Side North,700
2015-02-14,Upper West Side South,1190
2015-02-14,Van Cortlandt Park,1
2015-02-14,Van Cortlandt Village,40
2015-02-14,Van Nest/Morris Park,48
2015-02-14,Washington Heights North,215
2015-02-14,Washington Heights South,351
2015-02-14,West Brighton,3
2015-02-14,West Chelsea/Hudson Yards,2408
2015-02-14,West Concourse,54
2015-02-14,West Farms/Bronx River,33
2015-02-14,West Village,3247
2015-02-14,Westchester Village/Unionport,29
2015-02-14,Westerleigh,3
2015-02-14,Whitestone,46
2015-02-14,Williamsbridge/Olinville,36
2015-02-14,Williamsburg (North Side),1568
2015-02-14,Williamsburg (South Side),1121
2015-02-14,Windsor Terrace,126
2015-02-14,Woodhaven,80
2015-02-14,Woodlawn/Wakefield,18
2015-02-14,Woodside,184
2015-02-14,World Trade Center,572
2015-02-14,Yorkville East,568
2015-02-14,Yorkville West,895
2015-02-15,Allerton/Pelham Gardens,19
2015-02-15,Alphabet City,654
2015-02-15,Arrochar/Fort Wadsworth,3
2015-02-15,Astoria,833
2015-02-15,Auburndale,22
2015-02-15,Baisley Park,43
2015-02-15,Bath Beach,17
2015-02-15,Battery Park,13
2015-02-15,Battery Park City,722
2015-02-15,Bay Ridge,209
2015-02-15,Bay Terrace/Fort Totten,17
2015-02-15,Bayside,36
2015-02-15,Bedford,499
2015-02-15,Bedford Park,43
2015-02-15,Bellerose,9
2015-02-15,Belmont,50
2015-02-15,Bensonhurst East,46
2015-02-15,Bensonhurst West,62
2015-02-15,Bloomfield/Emerson Hill,5
2015-02-15,Bloomingdale,165
2015-02-15,Boerum Hill,429
2015-02-15,Borough Park,89
2015-02-15,Briarwood/Jamaica Hills,83
2015-02-15,Brighton Beach,28
2015-02-15,Broad Channel,1
2015-02-15,Bronx Park,1
2015-02-15,Bronxdale,14
2015-02-15,Brooklyn Heights,401
2015-02-15,Brooklyn Navy Yard,22
2015-02-15,Brownsville,59
2015-02-15,Bushwick North,514
2015-02-15,Bushwick South,709
2015-02-15,Cambria Heights,14
2015-02-15,Canarsie,88
2015-02-15,Carroll Gardens,275
2015-02-15,Central Harlem,491
2015-02-15,Central Harlem North,469
2015-02-15,Central Park,259
2015-02-15,Chinatown,376
2015-02-15,City Island,7
2015-02-15,Claremont/Bathgate,18
2015-02-15,Clinton East,2078
2015-02-15,Clinton Hill,553
2015-02-15,Clinton West,958
2015-02-15,Co-Op City,33
2015-02-15,Cobble Hill,155
2015-02-15,College Point,26
2015-02-15,Columbia Street,63
2015-02-15,Coney Island,27
2015-02-15,Corona,4
2015-02-15,Corona,54
2015-02-15,Crotona Park East,17
2015-02-15,Crown Heights North,734
2015-02-15,Crown Heights South,168
2015-02-15,Cypress Hills,33
2015-02-15,Douglaston,16
2015-02-15,Downtown Brooklyn/MetroTech,297
2015-02-15,DUMBO/Vinegar Hill,235
2015-02-15,Dyker Heights,34
2015-02-15,East Chelsea,3020
2015-02-15,East Concourse/Concourse Village,62
2015-02-15,East Elmhurst,90
2015-02-15,East Flatbush/Farragut,81
2015-02-15,East Flatbush/Remsen Village,84
2015-02-15,East Flushing,23
2015-02-15,East Harlem North,297
2015-02-15,East Harlem South,286
2015-02-15,East New York,96
2015-02-15,East New York/Pennsylvania Avenue,33
2015-02-15,East Tremont,30
2015-02-15,East Village,3372
2015-02-15,East Williamsburg,706
2015-02-15,Eastchester,22
2015-02-15,Elmhurst,167
2015-02-15,Elmhurst/Maspeth,64
2015-02-15,Erasmus,49
2015-02-15,Financial District North,909
2015-02-15,Financial District South,291
2015-02-15,Flatbush/Ditmas Park,306
2015-02-15,Flatiron,1702
2015-02-15,Flatlands,103
2015-02-15,Flushing,149
2015-02-15,Flushing Meadows-Corona Park,10
2015-02-15,Fordham South,12
2015-02-15,Forest Hills,263
2015-02-15,Forest Park/Highland Park,1
2015-02-15,Fort Greene,522
2015-02-15,Fresh Meadows,28
2015-02-15,Garment District,816
2015-02-15,Glen Oaks,7
2015-02-15,Glendale,57
2015-02-15,Gowanus,266
2015-02-15,Gramercy,1756
2015-02-15,Gravesend,18
2015-02-15,Great Kills,1
2015-02-15,Green-Wood Cemetery,1
2015-02-15,Greenpoint,776
2015-02-15,Greenwich Village North,1843
2015-02-15,Greenwich Village South,1768
2015-02-15,Grymes Hill/Clifton,4
2015-02-15,Hamilton Heights,235
2015-02-15,Hammels/Arverne,1
2015-02-15,Heartland Village/Todt Hill,2
2015-02-15,Highbridge,35
2015-02-15,Highbridge Park,2
2015-02-15,Hillcrest/Pomonok,91
2015-02-15,Hollis,7
2015-02-15,Homecrest,126
2015-02-15,Howard Beach,22
2015-02-15,Hudson Sq,994
2015-02-15,Hunts Point,17
2015-02-15,Inwood,96
2015-02-15,Inwood Hill Park,6
2015-02-15,Jackson Heights,237
2015-02-15,Jamaica,62
2015-02-15,Jamaica Estates,44
2015-02-15,JFK Airport,912
2015-02-15,Kensington,87
2015-02-15,Kew Gardens,83
2015-02-15,Kew Gardens Hills,76
2015-02-15,Kingsbridge Heights,36
2015-02-15,Kips Bay,820
2015-02-15,LaGuardia Airport,725
2015-02-15,Laurelton,14
2015-02-15,Lenox Hill East,569
2015-02-15,Lenox Hill West,1089
2015-02-15,Lincoln Square East,1518
